title,label
"David Plouffe, Sen. Joe Lieberman and Gen. Michael Hayden talk national security leaks",real
U.S. Imports & Exports,real
Transcripts,real
"In reversal, McCain says lift ban on offshore drilling",real
"Employment, Hours, and Earnings from the Current Employment Statistics survey (National) Home Page",real
'This Week' Transcript: Odierno and Chiarelli,real
Obama’s Prime-Time Press Briefing,real
"Author Offers Insights on Slavery, the Capitol, and Obama's Inauguration",real
American International Group Inc Form 10K,real
Remarks by the President at AFL CIO Labor Day Picnic,real
REP. JENKINS: OPIOID CRISIS FUNDING SHOULD BE BASED ON NEED,real
Remarks by the First Lady on What Health Insurance Reform Means for Women and Families,real
and Surpluses or Deficits as Percentages of GDP 1930–2015,real
Planned Parenthood® Action Center,real
Transcripts,real
CBOs Estimate of the Effects on Direct Spending and Revenues of the House Amendments to the Senate Amendments to HR 976 the Childrens Health Insurance Program Reauthorization Act of 2007,real
Remarks of Senator Obama: The War We Need to Win,real
Library of Congress,real
'This Week' Transcript: Geithner,real
"Obama for America TV Ad: ""Firms""",real
The Colbert Report,real
Stop Coddling the Super-Rich,real
Did Bernie Sanders vote against background checks and waiting periods for gun purchases?,real
Families Facing Tax Increases Under Trump's Tax Plan,real
Report on Geithners tax issues,real
Senate begins health care debate amid calls for tort reforms,real
Updated: The Facts About Hillary Clinton’s Emails,real
Rand Paul: Republicans 'Aren't Maybe Brave Enough' to Tackle Deficit,real
Sen. Sanders warns of ‘frightening trend’ towards oligarchy,real
The latest political news and headlines from D.C. and beyond,real
The Democratic Debate in Cleveland,real
Rick Perry says he switched to GOP at a younger age than Reagan did,real
"Hillary Rodham Clinton, Senator for New York: Schumer, Clinton Announce Key Senate Panel Approves Over $1.3 Million for Labor, Health and Human Services Projects in the Hudson Valley",real
Senator Bernie Sanders on Democratic Socialism in the United States,real
"The CNN Miami Republican debate transcript, annotated",real
Barack Obama says U.S. oil production last year was highest since 2003,real
Survey Results from Hays Research Group,real
The Budget and Economic Outlook: Fiscal Years 2009 to 2019,real
testimony submitted to the Congressional Oversight Panel’s hearing on the TARPs impact on financial stability,real
"Remarks by the President on the Economy -- Knox College, Galesburg, IL",real
The Daily Show with Trevor Noah,real
Historical aggregate income by fifths and top 5 percent,real
"IMPEACHMENT HINT STIRS HOUSE CLASH; Democratic Orators Spring to Roosevelt Defense, Charging 'Malice.'",real
The Obameter: Introduce a comprehensive immigration bill in the first year,real
"Trump asking Congress, not Mexico, to pay for border wall",real
Flake: “Religious tests should have no place in the Senate”,real
Change We Can Believe In,real
deputy director of national health statistics in the Office of the Actuary at the Center for Medicare and Medicaid Services,real
Romneys ProLife Conversion Myth or Reality June 14,real
Interest Group Ratings,real
BREAKING: First NFL Team Declares Bankruptcy Over Kneeling Thugs,fake
Court Orders Obama To Pay $400 Million In Restitution,fake
UPDATE: Second Roy Moore Accuser Works For Michelle Obama Right NOW -,fake
Oscar Pistorius Attempts To Commit Suicide,fake
Trump Votes For Death Penalty For Being Gay,fake
Putin says: ‘Pope Francis Is Not A Man Of God’ | Must-See !!,fake
New York Man Wanted For Infecting 240 Men And Women With HIV!!!,fake
Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends Without Parents or a Guardian,fake
Malia Obama Fired From Cushy Internship At Spanish Embassy,fake
Target to Discontinue Sale of Holy Bible,fake
Youngest World Leader Bans George Soros’s Foundations From Austria,fake
BREAKING: Hillary Clinton Has Third Heart Attack-Docs Says She ‘Won’t Survive’,fake
"Barack Obama Tweets SICK Attack On John McCain, Says He Should Have Died",fake
President Trump Underscores US-Jamaica Relations,fake
Actress Sandra Bullock to Hillary Clinton if You Don't Like Our President You Can Leave and Never Come Back Again You Are One Jealous Woman Who Ls Nothing to Compare With Trump I Hope He Will Arrest Y,fake
Gretchen Carlson: “The 2nd Amendment Was Written Before Guns Were Invented”,fake
"Pope Francis At Mass: ‘Jesus Is Metaphorical, Not Literal’",fake
Black Men Arrested In Philadelphia Starbucks Settle For $2 Million,fake
ICE Detainer Issued for Suspected Wine Country Arsonist in Sonoma Jail,fake
Former presidents walk fine line in Trump’s America,fake
"Inside the Snapchat bloodbath: 60 minutes of terror which left 17 dead, bodies in classrooms and kids 'full of blood'",fake
BREAKING: Nancy Pelosi To Resign After New Revelations – NRTOnline,fake
"Donald Trump inauguration: Artists who won't perform at ceremony include Elton John, Celine Dion and John Legend",fake
BREAKING: Leaked Picture Of Obama Being Dragged Before A Judge In Handcuffs For Wiretapping Trump,fake
Clinton Campaign official arrested by FBI on child rape/trafficking charges,fake
"DONALD TRAIN NEWS: BREAKING: Rosa Parks’ Granddaughter SLAMS Racist Democrats, Endorses Trump",fake
"NRA President Jim Porter Falsely Accused of Saying, “It’s Only A Matter Of Time Before We Can Own Colored People Again”",fake
Biden raises possibility of 2020 presidential bid,fake
"NYC: PHYSICIAN and Wife Jump To Death…Leave Kids Behind Because They “Can’t Afford The Health Care” Only Hours After McCain, Murkowski, Collins and EVERY Democrat Voted To Keep Obamacare -",fake
Snapchat is shutting down!,fake
Rice told investigators why she unmasked Trump aides,fake
BREAKING: Meryl Streep Just Got Fired From A Major Project For Lying About Trump -,fake
Clinton Email: We Must Destroy Syria For Israel,fake
CNN host Fareed Zakaria calls for jihad rape of white women,fake
Could Trump Win The Nobel Peace Prize? Peace in Korean Peninsula Would Be Significant Foreign Policy Achievement,fake
UPDATE: Hillary Clinton Leaves The Country As Mueller Indictment Is Announced,fake
BREAKING: Illegal Muslim From Iran Arrested For Starting California Wildfire,fake
"NFL Lawyer, Who Claimed Super Bowl Is ‘Rigged’, Found Dead",fake
"Japanese Whaling Crew Eaten Alive By Killer Whales, 16 dead",fake
Barrels removed from Clinton property contain parts from 3 missing women.,fake
"Liberal Women Hate Me Because Of My “Striking Beauty And Intellect”, Says Kellyanne Conway",fake
Buzz Aldrin ‘passes UFO lie detector test leaving experts convinced that he encountered alien life’,fake
Full text: Jeff Flake on Trump speech transcript,fake
Mike Pence: “Allowing Rape Victims To Have Abortions Will Lead To Women Trying To Get Raped”,fake
"Paul Ryan: “22 Million Americans Choose To Be Poor, So It’s Their Own Problem If They Can’t Afford To Be Healthy”",fake
Pope Francis: Gun Owners 'Can’t Call Themselves Christian' Anymore,fake
About Mayor Bhalla,fake
Neon Nettle,fake
Broward County Sheriff Fired For Lying About Parkland,fake
Tom Price: “It’s Better For Our Budget If Cancer Patients Die More Quickly”,fake
Breaking: Greitens Accuser Admits Photo Session May Have Been A “Dream”,fake
Obama Administration Kept Illegal Mexican Kids In Detention Camps As “Experiment”,fake
Pope Francis To Followers: “Koran And Holy Bible Are The Same”,fake
United Airlines Flight Attendant Slaps Crying Baby During Flight,fake
"CIA Release Documents Of Moon, Moon Has More Than 250 Million Citizens",fake
How Donald Trump Lost the 'War on Christmas',fake
Thousands killed as Israel Drops Tactical Nuclear Bomb On Syria,fake
Man charged with murder after driving into anti-far-right protesters in Charlottesville,fake
BREAKING: Fox Sports Cancels ALL NFL Broadcasts ‘Until Players Respect The Flag’,fake
The Legislative Process,fake
Head Of NFL Fines Steeler Teammates $1 MILLION Each!,fake
Debbie Wasserman Schultz Aide Arrested Trying to Flee the Country,fake
BREAKING: Sasha Obama Just Crashed Her Expensive New Car Into A Lake,fake
Sid Miller,fake
"Kasich: “If A Woman Is Not Intelligent Enough To Keep Her Legs Closed, How Can We Entrust The Abortion Decision To Her?”",fake
Democrat Maxine Waters Has Shown Up To Only 10% Of Congressional Meetings For 35 YEARS,fake
GOP Official Who Says America Needs ?Another 9/11? Shares _______________ With Trump,fake
82-Year-Old Who Killed A Muslim In Self-Defense Gets The Death Penalty,fake
DEA Just Raided A United States Senator,fake
"CNN Shocks America, FIRES ‘Journalist’ Who Made Fun Of Sarah Sanders’ Face",fake
Trump’s DHS Secretary Confirms They Are Preparing To Arrest Sanctuary City Leaders,fake
Twelve More Hurricanes Headed Towards US,fake
CALIFORNIA DEMOCRAT MAXINE WATERS CHARGED ON 3 COUNTS. DO YOU SUPPORT THIS?,fake
"BREAKING: British Intelligence Seizes Clinton Foundation Warehouse, $400 Million In Cash – NRTOnline",fake
"OFFICIAL: Rudy Giuliani Officially Resigns, Trump’s Legal Team on Its Last Leg",fake
Michelle Obama Just Received LIFE-SHATTERING News From The Doctor,fake
SPECIAL REPORT: GEORGIA BECOMES FIRST STATE TO BAN MUSLIM CULTURE IN HISTORIC MOVE TO RESTORE WESTERN VALUES!,fake
Tens of Thousands Of Scientists Declare Climate Change A Hoax,fake
The numbers don't lie... - Occupy Democrats,fake
Donald Trump to issue an executive order to ban Facebook across US,fake
"The hacked emails at the center of Mueller’s Russia investigation, explained",fake
JUST IN: Barack Obama ARRESTED in a Japanese Drug Bust,fake
Lisa Page Squeals: DNC Server Was Not Hacked By Russia,fake
"Bin Laden is “Alive and well in the Bahamas”, says Edward Snowden",fake
Robert Redford Says: Michelle And Barack Obama Should Get Five Years In Prison,fake
Delta Ticket 2017,fake
Breaking: Mar-A-Lago Destroyed By Irma-Jared Kushner Still Missing,fake
Puerto Rico Mayor Facing Fraud Charges Over $3M In Federal Disaster Relief,fake
Dying 78 Year Old CIA Agent Admits To Killing Marilyn Monroe,fake
Breaking News: FBI Uncovers Evidence That 62 Million Trump Voters are All Russian Agents,fake
 If You Are Using This Toothpaste… Throw It Away Immediately Nov 28,fake
"Queen Elizabeth Says: “Muslim Refugees Are Dividing Nationality, I Fully Agree With Donald Trump We Should…”(VIDEO)",fake
Account Suspended,fake
McCain Blamed For Sabotaging Trump,fake
Create a Prank and trick your friends,fake
"BOMBSHELL: COMEY KNEW MURDERED DNC STAFFER, SETH RICH, WAS WIKILEAKS SOURCE & COVERED IT UP FOR HILLARY",fake
American News is under construction,fake
"Actress Jennifer Aniston: “Me and All The Trump Supporter Celebrities Decide To Make A Company Named “Celebrities For Trump”, Which Fight Against All Anti Trump Celebrities, I Think President Trump Ne",fake
"Police Officers, Firefighters and Others Get Hit with Tax Penalty",fake
Whoopi Goldberg: Navy SEAL Widow was “Looking for Attention”,fake
Starbucks Just Placed Trump’s Photo on Floor so Every Customer have to Step On It….,fake
Food Stamp Enrollment Drops by Four Million in One Month,fake
Obama Goes To G20 Summit,fake
Melania Trump Hired Exorcist To ‘Cleanse White House Of Obama Demons’,fake
URGENT: proposed law would charge protesters with terrorism,fake
"Fact-Check: No, Fall River, Massachusetts, Was Not ‘Built by Immigrants’",fake
Clint Eastwood Leaves His Estate To The Trump 2020 Campaign,fake
"Actor Brad Pitt: 'Trump Is Not My President, We Have No Future With This...'",fake
Police Find 19 White Female Bodies In Freezers With “Black Lives Matter” Carved Into Skin,fake
"BREAKING: Trump fires Deputy Attorney General Rod Rosenstein, raising questions over Mueller’s fate",fake
JEFFERSON DAVIS STATUE TO BE REPLACED WITH OBAMA LIKENESS,fake
John Hagee Calls For “Prosecuting Women Who Say God’s Name During Intercourse”,fake
The Kardashians donate whopping sum to Las Vegas mass shooting victims,fake
Colorado Rockies Baseball Team To Sell Marijuana Brownies At Their Concession Stands,fake
"MITT ROMNEY: ‘TRUMP HAS SOME VERY SERIOUS EMOTIONAL PROBLEMS, HE MUST RESIGN BEFORE WE…’",fake
BREAKING: Trump Removes Muslim Federal Judge For Trying To Implement Sharia Law In America,fake
BREAKING: Autopsy Results From Vince Foster’s Exhumed Body–Cause Of Death To Be Changed,fake
"Bill Gates: “I think Donald Trump will go down to history as one of the greatest presidents, just like Reagan.”",fake
"Florida Bridge Collapse, Female Company",fake
HRC Caught On Tape Laughing About Irma Wiping Out All Of Those Florida Hillbillies,fake
Alabama State Police Arrest 3 Poll Workers In Birmingham,fake
HOLLYWOOD CELEBS: WE WILL GO ON ‘TOTAL STRIKE’ IF TRUMP DOES NOT RESIGN,fake
BREAKING: Roy Moore’s Accuser Arrested And Charged With Falsification,fake
White House Chef Quits Because Trump Has Only Eaten Fast Food For 6 Months,fake
112-Year-Old Voters in North Carolina?,fake
Denzel Washington hit by Facebook fake news story on Trump,fake
NASA Will Pay You 18000 USD To Stay In Bed And Smoke Weed For 70 Straight Days,fake
BREAKING: Nancy Pelosi Was Just Taken From Her Office In Handcuffs,fake
Paul Ryan: “Donald Trump Plans To Resign From Office Within The Next 30 Days”,fake
LISTEN: Curious Robocall Seeks 'Damaging' Information on Moore,fake
"National Guard Storms Mexico Border, Makes Game-Changing Impact In Just 30 Days",fake
BREAKING: Florida Moves For FULL RECOUNT Of State Over Massive Voter Fraud (DETAILS),fake
BREAKING: Shep Smith To Be Canned Because He Can’t Control His Hate For Donald Trump,fake
"3,000-Pound Great White Shark Captured in Great Lakes",fake
Wife of Las Vegas massacre victim: ‘He saved my life and lost his’,fake
BREAKING: MALIA OBAMA EXPELLED FROM HARVARD,fake
Bachmann: “White People Have Suffered More In The Last 8 Years Than Blacks Did During Couple Years Of Slavery”,fake
Babysitter on Crystal Meth Eats 3-Month-Old Baby,fake
Contact Support,fake
JUST IN: John Kerry Facing Prison,fake
JUST IN: Sarah Palin In A Coma After Hit And Run,fake
Trump Declares Globalist Soros As “National Security Threat”…Using Obama’s 2014 Executive Order,fake
Delta targeted in online free airline ticket scam,fake
Melania Just Hit Donald Trump With Shocking Announcement He Never Saw Coming,fake
"OBAMA CANCELED IT, TRUMP REINSTATED IT – A VERY SACRED DAY IS BACK",fake
UsPostman.com is for sale (Us Postman),fake
Bumble Bee Foods charged after man cooked with tuna,fake
Morgue employee cremated by mistake while taking a nap,fake
Hillary Clinton Furious At ‘Special Gift’ Melania Trump Sent Her From Her Hospital Bed,fake
Stephen Bannon: “Nobody Can Blame You For Beating Your Wife If It’s Out Of Love”,fake
"A fake photo of Emma González went viral on the far right, where Parkland teens are villains",fake
Information for the Nation,fake
majorthoughts.com,fake
Trump on Revamping the Military: We’re Bringing Back the Draft,fake
US Representatives Promise Implement Of UN Gun-Control Plans,fake
Bill Gates’ Former Doctor Says Billionaire ‘Refused To Vaccinate His Children’,fake
"Haiti Official Getting Ready To Testify Against Clinton Foundation Corruption NEXT WEEK, Found DEAD With “Gunshot to the head”",fake
Facebook Picks Sides in Alabama Senate Race=> Shuts Down Gateway Pundit and Breitbart Reports on Discredited Allred Accuser,fake
Cannibals Arrested in Florida Claim Eating Human Flesh Cures Diabetes and Depression,fake
Laguna Beach Antifa 22m David Hogg Didn't Attend Parkland High School I Went to School With Him at Redondo Shores High School in California and He Graduated in 2015 Here He Is in Our Yearbook From 201,fake
Lady Gaga on Twitter,fake
American News is under construction,fake
Kushner And Wife Ivanka Trump Were Tossed Out Of The White House — And Donald Is Cutting Them Out Of His Will!,fake
Thinking about writing in a candidate on Election Day? Read this before you do.,fake
Trump Gives Chaffetz The Thumbs Up For Investigating Hillary Clinton’s Email Server,fake
Obama Secretly Flees US – Leaves Stunning Evidence Behind,fake
BREAKING: Monica Lewinsky Found Dead In Roslindale,fake
BREAKING: The Democrat James Comey Has Been Having An Affair With Was JUST REVEALED! (DETAILS),fake
"ABC News Joins Obama In Ban Of American Flag Lapel Pins, Here’s What You Need To Know",fake
10 Things You Didn't Know About Nancy Pelosi,fake
"Mom applies a remedy to her baby, moments later he dies. Be careful with this, moms!",fake
Clinton Foundations Sends Water To Houston For $7 A Bottle,fake
"Flight Crew Takes A Knee And Walks Off, Leaving New Orleans Saints Stranded On Runway",fake
Floyd Mayweather Jr. Donates a Whopping Sum of Money to Houston After Hurricane – What You Missed,fake
"New Star Wars Movie Filming Near Rosenberg, Texas, Large Number of Extras Needed – WBN 12 News",fake
Chuck Schumers Steamy Affair With A High School Cheerleader Confirmed,fake
"Tennessee GOP Twitter taken down, after Tweet exposing Pelosi involved in Pedophilia",fake
"80% of black men in Atlanta are Homosexuals, study says",fake
Texas church shooter was a militant atheist,fake
Pope Calls for World Wide Gun Confiscation Except for the UN,fake
BREAKING: Barcelona Terrorist Has A Cousin In The US Named Barack,fake
BREAKING: President Trump Just Told Paul Ryan ‘You’re Fired’,fake
“HIV VIRUS” Found In Walmart Bananas After 10 Year Old Boy Agreements The Infection,fake
Senate Democrats Demand Supreme Court Nominee Not Be Unduly Influenced By U.S. Constitution,fake
Application for ‘March For Our Lives’ permit was made months before Parkland school shooting,fake
412 Michigan Muslims Arrested In Fed’s ‘LARGEST BUST IN U.S. HISTORY’,fake
"BOOM: Roy Moore Takes The Military Vote, Pulls Ahead By 5K Votes",fake
Julia Roberts Claims ‘Michelle Obama Isn’t Fit to Clean Melania’s Toilet’,fake
New Jersey Police Chief Says Black People ‘Have No Value’ And Should All Be Executed,fake
State Of Minnesota Has Just Handed Over FULL CONTROL To Muslims So They Can Take Down ‘Infidels’,fake
BREAKING: Clinton Foundation Cargo Ship Raided At Port Of Baltimore Reveals Sick Secret,fake
Miley Cyrus: 'Donald Trump Is a F--king Nightmare',fake
BREAKING: Bill O’Reilly In Critical Condition After Being Attacked By ‘Tolerant’ Liberals,fake
"Bill Murray Had This to Say About Rochester, New Hampshire Residents – News Daily 12",fake
Keanu Reeves Shook The World With Another POWERFUL Message,fake
BREAKING: KEN STARR’S PLANE JUST DISAPPEARED ON HIS WAY TO DC TO TESTIFY AGAINST HILLARY,fake
TRUMP WANTS TO DEPORT AMERICAN INDIANS TO INDIA,fake
BREAKING: Johnny Depp Taken Into Custody By Secret Service,fake
"Peter Strzok, FBI Agent in Texting Scandal, Will Testify Before Congress",fake
Trump Removing Marines From the Navy,fake
Mueller Will Be Forced To Resign Over Pelosi Affair,fake
DONALD TRUMP PRAISES COLONEL SANDERS FOR HIS SERVICE IN THE CIVIL WAR Manny Schewitz O 2 Days Ago Off the Wire Speaking to Our Intern Dave Robicheaux Who Is Paid in Facebook Likes Trump Insisted Col H,fake
Charleston Shooter Dylann Roof Moved to Death Row in Terre Haute Federal Prison,fake
Trump Vows to End Winter Heating Assistance for Elderly and Disabled – Our Voice,fake
BREAKING: Supreme Court Issues Its First Bench Warrant Ever,fake
Clinton Foundation Largest Unprosecuted Charity Fraud in History-Charles Ortel,fake
You are being redirected...,fake
"Smoking In Cars With Children Is Illegal Starting January 30, 2018",fake
FBI uncovered Russian bribery plot before Obama administration approved controversial nuclear deal with Moscow,fake
NASA Has Just Confirmed Earth Has A New Moon,fake
"The pro-Russia, pro-weed, pro-Assange GOP congressman who will be tough to beat",fake
Target Recalls Water Absorbing Toys Due to Serious Ingestion Hazard,fake
UPDATE: Malia Obama Among 10 Arrested In Racist Antifa Attack,fake
UF requests to cancel Rivalry game against FSU,fake
Las Vegas Shooting Witnesses Report Multiple Gunmen Dressed as Security Guards Oct 3 2017,fake
alternativemediasyndicate.com,fake
BREAKING: US comedian Kevin Hart in critical condition after gory car crash,fake
TRUMP APPROVAL RATING Better than Obama and Reagan at Same Point in their Presidencies,fake
Fox News Sandra Smith: “Everybody Could See From The United Airlines Passenger’s Behavior That He Was Not A Genuine American”,fake
flashnewscorner.com,fake
"DNC’s Donna Brazile Dedicated Her Book to ‘Patriot’ Seth Rich, Whose Death Made Her Fear for Her Own Life",fake
Manager killed 10 employees at checkers on 183st and 27ave,fake
Obama Announces Bid To Become UN Secretary General – Usa News,fake
MEXICO’S NEXT PRESIDENT Calls for An Invasion Of The US….,fake
NASA ANNOUNCED THAT IT COMMUNICATED WITH FOUR RACES OF ALIENS,fake
Ohio student suspended for staying in class during National Walkout Day,fake
BREAKING NEWS: Prince William and Harry donates $100 million to Hurricane Harvey Victims,fake
Morgan Freeman: ‘Jailing Hillary’ Best Way To ‘Restore Public Faith In Govt’,fake
Jason Aldean Gig Canceled After He Sells Out To Liberals On SNL,fake
Trump Orders 13 Obama Deep State Operatives Arrested For Treason,fake
Inside a Fake News Sausage Factory: ‘This Is All About Income’,fake
CNN To Permanently Close Its Doors As Ratings Plunge 30 Percent,fake
REPORT: Kim Jong Un Killed In Trump’s Overnight Black Op Attack On North Korea -,fake
"Statement from FDA Commissioner Scott Gottlieb, M.D., on FDA’s ongoing efforts to help improve effectiveness of influenza vaccines",fake
Eric Trump: It would be 'foolish' for my dad to release tax returns,fake
BREAKING! Roy Moore’s Accuser Worked for Democratic Leaders and Is Actively Campaigning for Moore’s Opponent ⋆ Activist Mommy,fake
Civil War Erupts In Sweden as Irate Swedes Burn Nine Muslim Refugee Centers to the Ground,fake
Mental Images,fake
Kurt Russel Just SHOWED Overpaid Celebs It’s Time To Shut Up About Trump – Hits Them Where It Hurts!,fake
First Indictment Issued In Russian Bribery Case Tied To Obama-Era Uranium One Deal,fake
Trump’s Top Scientist Pick: “Scientists Are Just Dumb Regular People That Think Dinosaurs Existed And The Earth Is Getting Warmer”,fake
STUNNING! Democrats BOO and GROAN at Trump Mention of Murder Victims of MS-13 Killers (VIDEO),fake
"BREAKING: Trump Just Gave Every WORKING, LEGAL Man Woman And Child In The USA $612 EACH! -",fake
Investigators: Anthony Bourdain Was Killed By Clinton Operatives,fake
 Friendly Fire … Charlottesville Car attacker is antiTrump Antifa supporter,fake
BREAKING: 60 People Just Found Dead In Ohio,fake
Denzel Washington: With Trump we avoided war with Russia and Orwellian Police State,fake
"Oprah Winfrey: The Butler, racism and Obama",fake
All Citizens Who Want to Receive Gvt Benefits Must Agree to Be Microchipped in the Near Future,fake
USA: Mysterious Nazi submarine from WWII discovered in Great Lakes!,fake
BREAKING ObamaLed UN Has Just Made It Official US To Immediately Pay Blacks ‘Reparations’,fake
Computer Models Show IRMA Destroying New York City On Sept. 10,fake
"NASA Will Pay You $100,000 To Stay In Bed For 60 Days!",fake
BREAKING: President Trump Pardons Kim Davis,fake
"Last in Queen Elizabeth II's line of corgis dies, says British press",fake
And we pay her a salary!.... - Judge Jeanine Pirro has Fans,fake
"Whoopi Goldberg Humiliated, Handcuffed And Dragged Out Of The TV Studio",fake
BREAKING: CZECH REPUBLIC ARMS CITIZENS – “YOU CAN NOW SHOOT TERRORISTS ON SIGHT”,fake
Alabama football Crimson Tide disqualified from national championship,fake
"Georgia Mosque KEEPS Hurricane Harvey Donations, Will Send To Syrian Refugees Instead",fake
World's most popular candy to be removed from shelves by October 2017!,fake
"Scott Baio, Beloved Face Of Conservatism, Dies In Small Plane Crash On His Way To Visit Trump",fake
BREAKING: Black Hockey Player FIRED After Raising Fist During National Anthem,fake
Attorney General Sessions Statement on Recusal,fake
BREAKING: Rosa Parks’ Daughter Praises Trump’s Response to Charlottesville – forfreedomworld,fake
Trump warns Russia over Jehovah’s Witnesses ban and urges members to seek asylum in the US,fake
BOMBSHELL!! Obama Paid FBI Informant Over $1 MILLION To Do It To Trump! EVEN AFTER THE ELECTION!,fake
"Singer Tina Turner: “This Thanksgiving Is The First Time in 8 Years That I am Thankful For Our President, God Bless Him And His Supporters.” Do You Support To Tina ? – American President Donald J. Tru",fake
"Democrats go full TYRANNY: Now demand nationwide gun confiscation from law-abiding Americans… at gunpoint, of course",fake
"FOX Network Picks Up ‘Roseanne,’ Saying It Has No Problem With Occasional Racism – The Newly Press News Network – POTUS Press Network",fake
ICE removal key goal of Democrats in 2020 election,fake
Obama Orders Life-Sized Bronze Statute of Himself To Be Permanently Installed in White House,fake
Donald Trump Dead From A Fatal HEART ATTACK! — Steemit,fake
Vets for Trump Facebook page,fake
Red Hen Owner Just Issued Sick Threat To Sarah Sanders After Biz Was Destroyed By Booting Her,fake
Libtard Hero Al Franken Forced To Resign In Disgrace,fake
Fox News' Shepard Smith: 'Why is it lie after lie after lie?' on Russia meeting,fake
Trump Nation,fake
Wilmington Regional Film Commission,fake
Man Loses His Testicles After Attempting To Smoke Weed Through A Scuba Tank,fake
proudleader.com,fake
"Emma Gonzalez Bullied School Shooter, Isn’t Sorry; Then Retweets Message Blaming “White Boys’ Entitlement” As Cause Of All School Shootings",fake
Lady Gaga Reveals Plan To Cover Her Face Again “Until Trump Gets Fired From Office And I Feel Free Once More”,fake
“Gay People Should Wear Specially-Colored Clothes To Warn Straight People”,fake
San Juan City Council Votes Unanimously To Impeach Trump-Hating Mayor,fake
UPDATE: Van Full Of Illegals Caught Voting At Multiple Alabama Polling Locations,fake
BREAKING: Irish superstar Saoirse Ronan dies after on-set accident in St. Lucia,fake
Information for the Nation,fake
WE CALLED IT! Gloria Allred Accuser **ADMITS** She Tampered With Roy Moore's Yearbook 'Signature' (VIDEO),fake
Miss Universe Guayana 2016 arrestada con 2kilos en London Airport😱,fake
"Nancy Pelosi Suffers Breakdown, Taken From Capitol Hill On A Stretcher",fake
SMOKING GUN=> San Juan Teamsters Didn't Show Up for Work to Distribute Relief Supplies,fake
BREAKING: President Trump Signs Executive Order Stripping NFL Of ‘Non-Profit’ Status,fake
"Michelle Obama: ‘Florida Shooting Is Clearly Trump’s Fault, These Shootings Are Happening Constantly Since He Became Our President.We Must Protect Our Children From This Tyrant”Do You Support Her?’",fake
"First family visits D.C. shelter, highlights homeless veterans’ plight",fake
Hillary In Hiding As Police Discover Dead Body Hidden In Huma Abedin’s Dumpster,fake
 Breaking President Trump makes English the official language of the United States,fake
BREAKING: Santa Fe Killer Confesses His Love For Obama,fake
Pence: “Michelle Obama Is The Most Vulgar First Lady We’ve Ever Had”,fake
‘NASA Confirms’ 15 Days Of Darkness Coming This Month,fake
Snoop Dogg Arrested For Conspiracy After Talking About His ‘Murder Trump’ Video,fake
"Shaquille O’Neal Says: ‘Trump Is Possibly The Best President Of The President Of All Times Ever, He Is Not Afraid To…’",fake
BREAKING: Mike Huckabee Just Fired!,fake
UPDATE: Florida Governor Rick Scott Now Listed As &#8216;Critical&#8217; After Bizarre Hurricane Cleanup Accident,fake
 BREAKING Muslims’ Disturbing Plan Comes Out After Grocery Stores Go Bare To Prepare For Irma,fake
Virginia Republican Wants Schools To Check Children's Genitals Before Using Bathroom,fake
Leonardo DiCaprio Tells President Obama That He's Going to Mars,fake
Prince William May Not Attend Royal Wedding Leaving Harry Without a Best Man; Princess Diana Would Not Be Happy,fake
Man pardoned by Obama ‘executed’ by masked men at halfway house,fake
eCFR — Code of Federal Regulations,fake
Student Hasn't Stopped Filming Since Florida School Shooting,fake
BREAKING: Trump Caught INVESTING in Dakota Pipeline Before Signing It,fake
FDA Announced That Vaccines Are Causing Autism,fake
Carnival Cruise Lines will now offer FREE Cruises,fake
BREAKING: Fox Star Tucker Carlson In Critical Condition After Head On Collision Driving Home,fake
BUSTED: Obama is Holding Secret Meetings to OVERTAKE the White House,fake
Texas law enforcement officer fatally shot upon arriving for work by 3 Muslim refugee. Do you support to deport them?,fake
Hurricane Irene: ‘Photo’ of shark swimming in street is fake,fake
BOMBSHELL: Internet Sleuths Just Found the SMOKING GUN on Dems Planning Violence in Charlottesville,fake
New Regulation Requires 75 MPH Governor On All Motorcycles,fake
Spicer: “Trump Has The Legal Right To Cancel SCOTUS Because They Serve At His Pleasure”,fake
"BREAKING: FBI Just Raided The White House, 6 People Thrown Out",fake
BREAKING: Conservative Icon Ted Nugent Killed In Hunting Accident,fake
Melania Trump undergoes kidney surgery at Walter Reed medical center,fake
"No, Sandra Bullock didn't disparage Hillary Clinton",fake
Jimmy Carter: “Medical Marijuana Cured My Cancer”,fake
"Obama, Not Donald Trump, May Be Invited to Royal Wedding of Prince Harry and Meghan Markle",fake
"Seattle Police Begin Gun Confiscations: No Laws Broken, No Warrant, No Charges",fake
Trey Gowdy Breaks His Silence After 2 Of His Investigators Are Found Tortured And Killed…,fake
9 celebrities who say they'll move to Canada if Donald Trump becomes president,fake
Malia Obama Arrested With A Gang Of Thugs In Chicago,fake
Southwest Airlines 2017,fake
Pro-Lifers Declare “Ejaculation Is Murder: Every Sperm Cell Is A Life”,fake
"Somali Immigrant Crashes Car Into Ohio Families Home, Killing The Infant At Home",fake
Post claiming free tickets on Allegiant Air,fake
British Politician Beaten by Protestors for 'Welcoming Trump to the UK',fake
Archbishop Desmond Tutu dies while holidaying in Texas,fake
BREAKING: Trump Just Ended Welfare For One HUGE Group For 5 Years! – Let The Riots ERUPT!,fake
